obs_time_tcb,centroid_pos_al,centroid_pos_error_al,parallax_factor_al,scan_pos_angle,field_of_view
2457620.55416928,-125.75965288272334,0.07738011,-0.46677166,1.79137081,1
2457682.06958969,-22.731566584336512,0.06636313,-0.63254416,0.78597339,2
2457748.94362635,90.3776598234246,0.06221905,-0.64969409,-0.21251202,1
2457749.01765147,90.73314506593883,0.06753986,-0.64812678,-0.21573381,2
2457775.68985343,59.752489727089255,0.0711311,0.54106492,-2.07286157,1
2457775.76386068,59.32673555749425,0.06974517,0.54289591,-2.0770309,2
2457820.80455956,82.35494711473626,0.0666941,-0.46650797,-1.75365555,2
2457820.9806756,81.21864390791421,0.07296278,-0.46140993,-1.76465953,1
2457821.05474314,80.84885990596995,0.08066899,-0.45926347,-1.76928205,2
2457845.48493787,-95.65771545808718,0.0645449,0.56036597,2.80128241,1
2457845.55893139,-95.88547678799509,0.07256436,0.56253529,2.79709226,2
2457882.79422051,-19.367955204165,0.06723305,-0.70169711,-2.63636862,2
2457882.97040625,-19.907962988698923,0.06634596,-0.70022672,-2.64126604,1
2457940.94838575,-106.73950249605005,0.07454211,-0.63585848,2.74940881,1
2457983.64696721,-10.24226699482416,0.06203129,0.46488541,0.68960866,1
2457983.72097355,-10.763236811586136,0.06529693,0.46129707,0.69301629,2
2457997.47500943,-105.37229390069893,0.06790362,-0.46422073,1.55527611,2
2458060.34216891,-17.828976735914985,0.06395791,-0.67799419,0.61420776,1
2458094.56275132,114.74603428773234,0.06418531,0.70272797,-1.4368287,1
2458094.63674649,114.64249233869933,0.06538507,0.70311832,-1.43855202,2
2458128.36852414,88.20371466711019,0.06416371,-0.59496009,-0.49179381,2
2458128.54468192,88.93931269404041,0.06397843,-0.5900436,-0.50131337,1
2458153.61948438,46.75978429841863,0.06643172,0.49815759,-2.28163172,2
2458199.10363789,66.05646702263067,0.06501463,-0.51108462,-1.97171202,2
2458199.2797845,65.22417626142922,0.0685411,-0.50646186,-1.98195551,1
2458199.35383861,64.82423662048343,0.07182326,-0.50451058,-1.98626237,2
2458225.78115443,-91.11423486346102,0.06506711,0.6286847,2.49192978,1
2458225.85514076,-91.1984271571392,0.07073955,0.63050157,2.48837493,2
2458260.018222,-18.291065696542237,0.06979719,-0.71611863,-2.79779282,1
2458317.31582563,-97.84092750931657,0.06707543,-0.58284336,2.52427318,2
2458360.68631758,-2.27176649353132,0.06552958,0.45537791,0.4579081,1
2458360.76030029,-2.7712173805957683,0.07024997,0.45185408,0.46129118,2
2458374.69019438,-91.11214299343419,0.06490396,-0.48421437,1.33532236,1
2458374.76422243,-91.44561593150034,0.06852989,-0.48770976,1.33867537,2
2458438.70573012,-17.310319043891248,0.06421816,-0.70510763,0.43615392,2
2458471.18321949,103.13858164244556,0.06595036,0.68063998,-1.59440354,2
2458508.34007838,85.00614775112723,0.06510663,-0.52859962,-0.81934221,1
2458508.41412914,84.92913806099955,0.07381849,-0.52627975,-0.82385183,2
2458531.84403639,38.74238622920194,0.06353085,0.4602381,-2.5077779,1
2458531.91804713,38.067113473268364,0.07190062,0.46246147,-2.51250752,2
2458605.8259679,-82.359817931739,0.06666178,0.6851967,2.22199428,1
2458605.89998393,-82.49121017372963,0.0622062,0.68644518,2.21928731,2
2458636.88943599,-13.246930591932852,0.06445052,-0.71459281,-2.96213669,2
2458637.06562617,-13.15913342614764,0.06714532,-0.71520507,-2.96370035,1
2458675.60561783,-76.41452979583656,0.07006873,0.61596596,1.25489699,2
2458693.37484709,-88.45525427008153,0.06693632,-0.54123455,2.30490092,1
2458693.44885626,-88.62433373757428,0.06852319,-0.53904676,2.30066245,2
2458693.62497579,-88.94989437957818,0.06879817,-0.53374815,2.29046731,1
2458693.69900437,-89.3574004256523,0.06673915,-0.53151989,2.28618633,2
2458718.22647759,-35.048168412567776,0.06505321,0.4547596,0.61549583,2
2458718.40263489,-33.876829413610665,0.06565154,0.45991707,0.60468704,1
2458764.47786085,-75.04918139227968,0.06512662,-0.57954973,0.96532239,1
2458764.55186625,-74.87755198145993,0.06337459,-0.57788539,0.96149855,2
2458792.84264096,89.76758022931324,0.07541129,0.67272991,-0.93604581,2
2458822.31866895,-12.992401369090238,0.09405233,-0.70748478,0.16750353000000004,1
2458822.39270348,-13.25507155976112,0.08725672,-0.70779485,0.16690289,2
2458858.90274779,91.64296681981155,0.0695351,0.59547567,-1.89423614,1
